id,titre,categorie,output_kind,source
rapport-davancement-automatise,Rapport d'avancement automatisé (RAG status),GESTION DE PROJETS & PMO,document,heuristique
rapport-de-veille-hebdomadaire-automatise,Rapport de veille hebdomadaire automatisé,INTELLIGENCE ÉCONOMIQUE & VEILLE,document,heuristique
rapport-impact-annuel-communication-rse,Rapport d'impact annuel & communication RSE,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
rapport-positionnement-concurrentiel,Rapport de positionnement concurrentiel,INTELLIGENCE ÉCONOMIQUE & VEILLE,document,heuristique
rapport-rse-complet,"Rapport RSE complet (GRI, CSRD, DPEF, B-Corp)",RSE & DÉVELOPPEMENT DURABLE,document,heuristique
rapports-de-gestion-automatises-mis,Rapports de gestion automatisés (MIS),REPORTING & ANALYTICS DASHBOARD,table,heuristique
recrutement-inclusif-dei,Processus de recrutement inclusif & DEI,RH & CAPITAL HUMAIN,analysis,heuristique
redaction-actes-procedures-delibérations,"Rédaction d'actes, procédures & délibérations",JURIDIQUE & CONFORMITÉ,document,heuristique
referentiel-compétences-par-poste-et-niveau,Référentiel de compétences par poste & niveau,RH & CAPITAL HUMAIN,analysis,heuristique
registre-des-risques-automatise,Registre des risques automatisé,GESTION DES RISQUES,table,heuristique
registre-des-traitements-rgpd-automatise,Registre des traitements RGPD automatisé,JURIDIQUE & CONFORMITÉ,table,heuristique
reporting-carbone-empreinte-ges,Reporting carbone & empreinte GES,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-commercial-force-de-vente,Reporting commercial & force de vente,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-consolide-groupe-multi-entites,Reporting consolidé groupe (multi-entités),REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-daudit-interne,Reporting d'audit interne,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-cybersecurite-et-incidents,Reporting de cybersécurité & incidents,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-formation-et-compétences,Reporting de formation & compétences,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-gestion-de-projets-et-portefeuille,Reporting de gestion de projets & portefeuille,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-gouvernance-et-ca,Reporting de gouvernance & CA,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-la-performance-achats,Reporting de la performance achats,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-la-performance-logistique,Reporting de la performance logistique,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-satisfaction-client,"Reporting de satisfaction client (NPS, CSAT)",REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-tresorerie-en-temps-reel,Reporting de trésorerie en temps réel,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-de-veille-concurrentielle,Reporting de veille concurrentielle,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-dimpact-social-et-societal,Reporting d'impact social & sociétal,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-du-capital-immaterial,Reporting du capital immatériel,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-esg-tool,Reporting ESG pour investisseurs & rating agencies,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-finances,Reporting IFRS / OHADA / SYSCOHADA / normes locales,FINANCE & GESTION,table,heuristique
reporting-financier-mensuel-automatise,Reporting financier mensuel automatisé,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-marketing-acquisition-digitale,Reporting marketing & acquisition digitale,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-odd-et-contribution-aux-sdg-de-l-onu,Reporting ODD & contribution aux SDG de l'ONU,RSE & DÉVELOPPEMENT DURABLE,table,heuristique
reporting-opérationnel-et-production,Reporting opérationnel & production,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-rd-innovation,Reporting R&D & innovation,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-reglementaire-et-conformite-automatise,Reporting réglementaire & conformité automatisé,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-rh-social-automatiser,Reporting RH & social automatisé,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-risque-alerte-automatique,Reporting de risques & alertes automatiques,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-rse-et-durable,Reporting RSE & développement durable,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reporting-supply-chain-logistique,Reporting supply chain & logistique,REPORTING & ANALYTICS DASHBOARD,table,heuristique
reskilling-upskilling-massif,Programme de reskilling & upskilling massif,RH & CAPITAL HUMAIN,analysis,heuristique
retour-d-experience-template,Template de retour d'expérience (RETEX),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
risk-mapping-interactive,Cartographie des risques (Risk mapping interactif),GESTION DES RISQUES,table,heuristique
roi-innovation-tool,Mesure de l'impact de l'innovation (ROI innovation),INNOVATION & R&D,analysis,heuristique
roi-marketing-attribution-multicanal,Mesure du ROI marketing & attribution multicanal,MARKETING & COMMERCIAL,analysis,heuristique
rpa-ia-strategie,Stratégie d'automatisation des processus (RPA & IA),TRANSFORMATION DIGITALE & IA,analysis,heuristique
sante-travail-sport-entreprise,Programme de santé au travail & sport en entreprise,RH & CAPITAL HUMAIN,analysis,heuristique
satisfaction-client,Mesure de la satisfaction & expérience client,MARKETING & COMMERCIAL,analysis,heuristique
scorecard-strategique-balanced-scorecard,Scorecard stratégique (Balanced Scorecard),REPORTING & ANALYTICS DASHBOARD,table,heuristique
segmentation-ciblage-positionnement-stp,"Segmentation, ciblage & positionnement (STP)",MARKETING & COMMERCIAL,analysis,heuristique
social-selling-strategie,Stratégie de vente sociale,MARKETING & COMMERCIAL,analysis,heuristique
spc-performance-measurement-tool,Outil de mesure de la performance des processus (SPC),QUALITÉ & EXCELLENCE OPÉRATIONNELLE,analysis,heuristique
storytelling-strategie-narrative-marque,Stratégie de storytelling & narrative de marque,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-achats-et-politique-d-achat,Stratégie achats & politique d'achat,SUPPLY CHAIN & ACHATS,document,heuristique
strategie-alliance-jv-partenariat-strategique,"Stratégie d'alliance, JV & partenariat stratégique",STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-assurance-couverture-optimale,Stratégie d'assurance & couverture optimale des risques,GESTION DES RISQUES,analysis,heuristique
strategie-co-innovation-fournisseurs-cles,Stratégie de co-innovation avec fournisseurs clés,SUPPLY CHAIN & ACHATS,analysis,heuristique
strategie-communication-b2b-thought-leadership,Stratégie de communication B2B & thought leadership,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-corporate-globale,Stratégie de communication corporate globale,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-crise-esg,Stratégie de communication de crise ESG,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-digitale-social-media,Stratégie de communication digitale (social media),COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-interculturelle,Stratégie de communication interculturelle,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-langues-africaines-locales,Stratégie de communication en langues africaines locales,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-mobile-ussd-afrique,Stratégie de communication mobile & USSD (Afrique),MARKETING & COMMERCIAL,analysis,heuristique
strategie-communication-multilingue-20-langues,Stratégie de communication multilingue (20 langues),COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-ong,Stratégie de communication institutionnelle pour ONG,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-communication-post-crise-reconstruction,Stratégie de communication post-crise & reconstruction,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-conquete-marches-africains,Stratégie de conquête des marchés africains,STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-cooperation-ecosysteme,Stratégie de coopétition & écosystème,STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-d-innovation,Stratégie d'innovation (incrémentale vs disruptive),STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-dambassadeur-porte-parole,Stratégie d'ambassadeur & porte-parole,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-de-contenu-et-content-marketing,Stratégie de contenu & content marketing,MARKETING & COMMERCIAL,analysis,heuristique
strategie-de-diversification-et-de-pivot,Stratégie de diversification & de pivot,STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-de-fidelisation-client,Stratégie de fidélisation client (CRM & loyalty),MARKETING & COMMERCIAL,analysis,heuristique
strategie-de-marque-employeur-et-evp,Stratégie de marque employeur & EVP,RH & CAPITAL HUMAIN,analysis,heuristique
strategie-de-monetisation-des-donnees,Stratégie de monétisation des données,TRANSFORMATION DIGITALE & IA,analysis,heuristique
strategie-de-prix-et-architecture-tarifaire,Stratégie de prix & architecture tarifaire,MARKETING & COMMERCIAL,analysis,heuristique
strategie-de-vente-sociale,Stratégie de vente sociale (social selling),MARKETING & COMMERCIAL,analysis,heuristique
strategie-deploiement-ia-generative-entreprise,Stratégie de déploiement de l'IA générative en entreprise,TRANSFORMATION DIGITALE & IA,analysis,heuristique
strategie-distribution-canaux-partenaires,"Stratégie de distribution, canaux & partenaires",MARKETING & COMMERCIAL,analysis,heuristique
strategie-economie-circulaire-reduction-des-dechets,Stratégie d'économie circulaire & réduction des déchets,RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
strategie-fidelisation-client,Stratégie de fidélisation client,MARKETING & COMMERCIAL,analysis,heuristique
strategie-fintech-paiement-mobile-afrique,Stratégie de fintech & paiement mobile (Afrique),TRANSFORMATION DIGITALE & IA,analysis,heuristique
strategie-gestion-plateformes-numeriques,Stratégie de gestion des plateformes numériques,TRANSFORMATION DIGITALE & IA,analysis,heuristique
strategie-influence-marketing-partenariats,Stratégie d'influence marketing & partenariats,MARKETING & COMMERCIAL,analysis,heuristique
strategie-internationalisation-adaptation-locale,Stratégie d'internationalisation & adaptation locale,MARKETING & COMMERCIAL,analysis,heuristique
strategie-investissement-responsable,Stratégie d'investissement responsable (ISR/ESG),RSE & DÉVELOPPEMENT DURABLE,analysis,heuristique
strategie-lobbying-affaires-publiques,Stratégie de lobbying & affaires publiques,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-marketing-digital-inbound,Stratégie de marketing digital & inbound,MARKETING & COMMERCIAL,analysis,heuristique
strategie-marketing-inclusif-et-diversite,Stratégie de marketing inclusif & diversité,MARKETING & COMMERCIAL,analysis,heuristique
strategie-marketplace-distribution-digitale,Stratégie marketplace & distribution digitale,TRANSFORMATION DIGITALE & IA,analysis,heuristique
strategie-medias-sociaux-community-management,Stratégie de médias sociaux & community management,MARKETING & COMMERCIAL,analysis,heuristique
strategie-plateforme-marketplace-api,"Stratégie de plateforme, marketplace & API",STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-relations-mediques-presse,Stratégie de relations médias & presse,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
strategie-resilience-antifragilite,Stratégie de résilience & antifragilité organisationnelle,STRATÉGIE & MANAGEMENT,analysis,heuristique
strategie-resilience-diversification-fournisseurs,Stratégie de résilience & diversification fournisseurs,SUPPLY CHAIN & ACHATS,analysis,heuristique
strategie-rse-globale-et-politique-de-developpement-durable,Stratégie RSE globale & politique de développement durable,RSE & DÉVELOPPEMENT DURABLE,document,heuristique
strategie-sea-paid-media-programmatique,"Stratégie SEA, paid media & programmatique",MARKETING & COMMERCIAL,analysis,heuristique
strategie-supply-chain-durable-et-responsable,Stratégie de supply chain durable & responsable,SUPPLY CHAIN & ACHATS,analysis,heuristique
tableau-de-bord-apprenant-learning-analytics,Tableau de bord apprenant & learning analytics,PROFILS APPRENANTS & PÉDAGOGIE,table,heuristique
tableau-de-bord-financier-de-pilotage,Tableau de bord financier de pilotage,FINANCE & GESTION,table,heuristique
tableau-de-bord-pmo-multi-projets,Tableau de bord PMO multi-projets,GESTION DE PROJETS & PMO,table,heuristique
tableau-de-bord-social-bdes-bdese,Tableau de bord social & BDES/BDESE,RH & CAPITAL HUMAIN,table,heuristique
tableau-de-financement-et-plan-de-financement,Tableau de financement & plan de financement,FINANCE & GESTION,document,heuristique
team-dynamics-assessment,Analyse comportementale en équipe,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
teletravail-config,"Politique télétravail, flex-office & remote",RH & CAPITAL HUMAIN,document,heuristique
template-appel-offres-projet,Template de réponse à appel d'offres projet,GESTION DE PROJETS & PMO,document,heuristique
template-bilan-carbone-simplifiee-pme,Template de bilan carbone simplifié PME,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-budget-previsionnel,Template de budget prévisionnel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-business-plan,Template de business plan (startup/PME),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-cadre-logique-ong,Template de cadre logique (matrice logique ONG),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-cahier-des-charges-fonctionnel,Template de cahier des charges fonctionnel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-cgv-cga,Template de conditions générales de vente (CGV/CGA),JURIDIQUE & CONFORMITÉ,document,heuristique
template-charte-d-equipe,Template de charte d'équipe & règles de fonctionnement,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-charte-ethique-code-conduite,Template de charte éthique & code de conduite,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-charte-teletravail-flex-office,Template de charte télétravail & flex-office,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-communique-de-presse,Template de communiqué de presse,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-compte-rendu-reunion-copil,Template de compte-rendu de réunion & COPIL,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-contrat-commercial-b2b,Template de contrat commercial B2B,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-contrat-commercial,Template de contrat commercial (B2B/B2C),JURIDIQUE & CONFORMITÉ,document,heuristique
template-contrat-de-travail,Template de contrat de travail (CDI/CDD/Intérim),JURIDIQUE & CONFORMITÉ,document,heuristique
template-de-bon-de-commande,Template de bon de commande,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-charter-de-projet,Template de charte de projet (Project Charter),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-contrat-de-prestation-de-services,Template de contrat de prestation de services,JURIDIQUE & CONFORMITÉ,document,heuristique
template-de-devis-professionnel,Template de devis professionnel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-dossier-de-credit-bancaire,Template de dossier de crédit bancaire,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-dossier-de-financement-bancaire,Template de dossier de financement bancaire,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-dossier-de-subvention-et-aide-publique,Template de dossier de subvention & aide publique,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-fiche-de-controle-qualite,Template de fiche de contrôle qualité,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-fiche-de-poste,Template de fiche de poste (compétences & responsabilités),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-kit-de-communication-interne,Template de kit de communication interne,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-memo-de-decision-executive,Template de mémo de décision executive,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-d-onboarding,Template de plan d'onboarding,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-communication-projet,Template de plan de communication projet,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-formation-individuel,Template de plan de formation individuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-gestion-d-une-cooperative,Template de plan de gestion d'une coopérative,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-gestion-de-crise,Template de plan de gestion de crise,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-maintenance-preventive,Template de plan de maintenance préventive,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-succession,Template de plan de succession,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-test-et-recette,Template de plan de test & recette,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-de-transformation-organisationnelle,Template de plan de transformation organisationnelle,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-marketing-annuel,Template de plan marketing annuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-plan-strategique-pluriannuel,Template de plan stratégique pluriannuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-presentation-comite-de-direction,Template de présentation Comité de direction,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-presentation-investisseurs,Template de présentation investisseurs (pitch deck),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-procedure-operationnelle-standard,Template de procédure opérationnelle standard (SOP),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-procuration-et-delegation-de-pouvoir,Template de procuration & délégation de pouvoir,JURIDIQUE & CONFORMITÉ,document,heuristique
template-de-protocole-d-acord-et-mou,Template de protocole d'accord & MOU,JURIDIQUE & CONFORMITÉ,document,heuristique
template-de-rapport-d-impact-annuel,Template de rapport d'impact annuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-rapport-de-mission-humanitaire,Template de rapport de mission humanitaire,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-rapport-de-non-conformite,Template de rapport de non-conformité,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-reglement-interieur,Template de règlement intérieur,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-reponse-a-appel-d-offres,Template de réponse à appel d'offres,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-de-tableau-de-bord-de-tresorerie,Template de tableau de bord de trésorerie,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-discours-dirigeant,Template de discours dirigeant,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-grille-entretien-recrutement,Template de grille d'entretien de recrutement,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-memorandum-information-ma,Template de mémorandum d'information (IM) M&A,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-newsletter-interne-mensuelle,Template de newsletter interne mensuelle,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-note-de-synthese-financiere,Template de note de synthèse financière,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-offre-emploi,Template d'offre d'emploi inclusive & attractive,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-pacte-associes-shareholders-agreement,Template de pacte d'associés & shareholders agreement,JURIDIQUE & CONFORMITÉ,document,heuristique
template-plan-action-corrective-pdca-8d,Template de plan d'action corrective (PDCA/8D),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-affaires-social-ess,Template de plan d'affaires social (ESS),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-d-action-developpement-durable,Template de plan d'action développement durable,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-de-communication-annuel,Template de plan de communication annuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-de-compte-grand-client,Template de plan de compte grand client,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-de-risques-projet,Template de plan de risques projet,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-developpement-territorial,Template de plan de développement territorial,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-plan-pedagogique-annuel,Template de plan pédagogique annuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-politique-diversite-inclusion,Template de politique diversité & inclusion,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-proposition-commerciale-gagnante,Template de proposition commerciale gagnante,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-rapport-activite-annuel,Template de rapport d'activité annuel (board deck),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-rapport-commissaire-aux-comptes,Template de rapport de commissaire aux comptes,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-rapport-projet-mensuel,Template de rapport de projet (mensuel),TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-rapport-rse-annuel,Template de rapport RSE annuel,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-resolutions-proces-verbaux-ag,Template de résolutions & procès-verbaux d'AG,JURIDIQUE & CONFORMITÉ,document,heuristique
template-rse-dd-unique,Template de politique RSE & DD,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-specifications-techniques,Template de spécifications techniques,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-term-sheet-lettre-d-intention,Template de term sheet & lettre d'intention,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
template-theorie-du-changement,Template de théorie du changement,TEMPLATES & MODÈLES PRÊTS À L'EMPLOI,document,heuristique
test-agilité-cognitive-et-learning-agility,Test d'agilité cognitive & learning agility,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-aptitudes-manageriale-leadership,Test d'aptitudes managériales & leadership,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-assertivite-et-affirmation-de-soi,Test d'assertivité & affirmation de soi,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-big-five-ocean-professionnel,Test Big Five OCEAN professionnel,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-cq,Test d'intelligence culturelle (CQ),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-creativite-et-pensee-divergente,Test de créativité & pensée divergente,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-gestion-des-conflits-tki,Test de gestion des conflits (TKI — Thomas-Kilmann),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-intelligence-emotionnelle,Test d'intelligence émotionnelle (EQ-i 2.0),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-maturite-emotionnelle-et-sociale,Test de maturité émotionnelle & sociale,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-motivation,Test de motivation intrinsèque & extrinsèque,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
test-de-motivations-drivers-professionnels-mvpi,Test de motivations & drivers professionnels (MVPI),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-positionnement-auditeur-iso,Test de positionnement auditeur ISO (9001/14001/45001/27001),Certification de Compétences & Personnes,profile,heuristique
test-de-potentiel-de-leadership-hpi-hds,Test de potentiel de leadership (HPI/HDS),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-preferences-d-apprentissage-vark,Test de préférences d'apprentissage (VARK),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-preferences-sensorielles-vark,Test de préférences sensorielles VARK,PROFILS APPRENANTS & PÉDAGOGIE,profile,heuristique
test-de-resilience-et-capacite-d-adaptation,Test de résilience & capacité d'adaptation,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-styles-cognitifs-et-preferences-mentales,Test de styles cognitifs & préférences mentales,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-styles-de-communication-et-influence,Test de styles de communication & influence,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-styles-de-leadership,Test de styles de leadership (Situational Leadership),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-de-styles-de-prise-de-decision,Test de styles de prise de décision,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-des-valeurs-professionnelles-schwartz-graves,Test des valeurs professionnelles (Schwartz/Graves),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-disc-professionnel-styles-comportementaux,Test DISC professionnel (4 styles comportementaux),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-integrite-et-ethique-professionnelle,Test d'intégrité & éthique professionnelle,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-mbti-professionnel-16-profils,Test MBTI professionnel (16 profils),PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
test-profil-entrepreneurial,Test de profil entrepreneurial & goût du risque,PERSONNALITÉ & COMPORTEMENT PROFESSIONNEL,profile,heuristique
theorie-du-changement-appliquee-au-projet,Théorie du changement appliquée au projet,ÉTUDES DE PROJETS & FAISABILITÉ,analysis,heuristique
theorie-du-changement-modele-logique,Théorie du changement & modèle logique,OUTILS SECTORIELS SPÉCIALISÉS,analysis,heuristique
transition-durable-strategie-management,Feuille de route de la transition durable,STRATÉGIE & MANAGEMENT,document,heuristique
tresorerie-optimisation,Optimisation & prévision de trésorerie,FINANCE & GESTION,analysis,heuristique
veille-innovations-disruptions-africaines,Veille des innovations & disruptions africaines,INTELLIGENCE ÉCONOMIQUE & VEILLE,analysis,heuristique
veille-reputation,Outil de veille & monitoring de la réputation,COMMUNICATION & RELATIONS EXTÉRIEURES,analysis,heuristique
veille-strategique-et-intelligence-economique,Veille stratégique & intelligence économique,STRATÉGIE & MANAGEMENT,analysis,heuristique
